timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1569818288334,26377,HTTP Request,200,,CreateTaskThreadGroup 1-123,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,26376,0,0
1569818288798,26201,HTTP Request,200,,CreateTaskThreadGroup 1-189,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,26200,0,0
1569818288081,27045,HTTP Request,200,,CreateTaskThreadGroup 1-2,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,27044,0,1
1569818288234,27196,HTTP Request,200,,CreateTaskThreadGroup 1-73,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,27195,0,0
1569818288119,27636,HTTP Request,200,,CreateTaskThreadGroup 1-16,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,27635,0,1
1569818288795,27121,HTTP Request,200,,CreateTaskThreadGroup 1-188,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,27120,0,1
1569818288085,28082,HTTP Request,200,,CreateTaskThreadGroup 1-4,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,28081,0,1
1569818288161,28257,HTTP Request,200,,CreateTaskThreadGroup 1-41,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,28256,0,0
1569818288661,27976,HTTP Request,200,,CreateTaskThreadGroup 1-140,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,27976,0,1
1569818288712,28515,HTTP Request,200,,CreateTaskThreadGroup 1-164,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,28513,0,1
1569818288531,28786,HTTP Request,200,,CreateTaskThreadGroup 1-129,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,28785,0,1
1569818288140,29623,HTTP Request,200,,CreateTaskThreadGroup 1-25,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,29621,0,1
1569818288118,29893,HTTP Request,200,,CreateTaskThreadGroup 1-20,text,true,,479,366,500,500,http://localhost:8085/projectmanagement/tasks,29892,0,1
